node_id,source,content_type,green_category,active_green_categories,label,article_id,source_title,section_title,sample_id,llm_topic_name,word_count,text_preview,x,y,z
rule__T036_S0017,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0017,,,,T036_S0017,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF New Ring Detected from Ring THEN Blink lights using LIFX.,12.24947452545166,3.671792507171631,9.375736236572266
rule__T036_S0020,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0020,,,,T036_S0020,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF New Motion Detected from Ring THEN Run a HomeSeer system event using HomeSeer.,12.254829406738281,3.6717119216918945,9.374505996704102
rule__T036_S0022,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0022,,,,T036_S0022,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF Ring doorbell detects motion THEN Switch ON entrance lights using SmartThings.,12.214743614196777,3.651148557662964,9.347014427185059
rule__T036_S0023,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0023,,,,T036_S0023,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF presence is detected THEN turn on switch using SmartThings.,12.121039390563965,3.574895143508911,9.277400970458984
rule__T036_S0028,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0028,,,,T036_S0028,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF Ring Motion detected THEN Switch on using SmartThings.,12.175100326538086,3.621969699859619,9.309669494628906
rule__T036_S0033,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0033,,,,T036_S0033,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF New Motion Detected from Ring THEN Blink lights using LIFX.,12.259024620056152,3.674046754837036,9.375057220458984
rule__T036_S0034,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0034,,,,T036_S0034,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF New Ring Detected from Ring THEN Blink lights using Philips Hue.,12.239007949829102,3.6696462631225586,9.37748908996582
rule__T036_S0035,rule_index,green_rule,occupancy_based_control,occupancy_based_control,T036_S0035,,,,T036_S0035,motion_based_lighting_control,,Green category: occupancy_based_control Topic: motion_based_lighting_control Rule: IF doorbell pressed THEN Switch on using SmartThings.,12.14486026763916,3.5859732627868652,9.271060943603516
rule__T038_S0001,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0001,,,,T038_S0001,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Indoor temperature less than from ecobee THEN Set comfort profile until next transition using ecobee.,7.138914585113525,4.621610164642334,3.575730085372925
rule__T038_S0002,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0002,,,,T038_S0002,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Indoor humidity greater than from ecobee THEN Set hold for X hours using ecobee.,7.128680229187012,4.63137674331665,3.5656871795654297
rule__T038_S0003,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0003,,,,T038_S0003,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Outdoor temperature less than from ecobee THEN Set comfort profile until next transition using ecobee.,7.1569623947143555,4.603533744812012,3.5937395095825195
rule__T038_S0004,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0004,,,,T038_S0004,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Current temperature drops below from Weather Underground THEN Set comfort profile until next transition using ecobee.,7.165487766265869,4.594815731048584,3.6023340225219727
rule__T038_S0005,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0005,,,,T038_S0005,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Current temperature drops below from Weather Underground THEN Set hold for X hours using ecobee.,7.104792594909668,4.655571460723877,3.541734218597412
rule__T038_S0006,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0006,,,,T038_S0006,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Current temperature rises above from Weather Underground THEN Set hold until next transition using ecobee.,7.122795104980469,4.637260437011719,3.55954909324646
rule__T038_S0007,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0007,,,,T038_S0007,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Switched on from SmartThings THEN Set comfort profile for X hours using ecobee.,7.147937297821045,4.612706661224365,3.5849437713623047
rule__T038_S0008,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0008,,,,T038_S0008,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Sensor activated from SkylinkNet THEN Set comfort profile until next transition using ecobee.,7.157403469085693,4.603355407714844,3.5942249298095703
rule__T038_S0009,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0009,,,,T038_S0009,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Every day of the week at from Date & Time THEN Set hold for X hours using ecobee.,7.092600345611572,4.667418003082275,3.5295803546905518
rule__T038_S0011,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0011,,,,T038_S0011,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Indoor humidity greater than from ecobee THEN Set hold until next transition using ecobee.,7.137610912322998,4.6225128173828125,3.574446201324463
rule__T038_S0012,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0012,,,,T038_S0012,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Every day at from Date & Time THEN Set hold for X hours using ecobee.,7.053259372711182,4.706733703613281,3.490208625793457
rule__T038_S0013,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0013,,,,T038_S0013,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF You enter an area from Location THEN Set comfort profile until next transition using ecobee.,7.10676908493042,4.656098365783691,3.5425925254821777
rule__T038_S0014,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0014,,,,T038_S0014,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Presence detected from SmartThings THEN Set comfort profile until next transition using ecobee.,7.159517288208008,4.601222991943359,3.5964763164520264
rule__T038_S0015,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0015,,,,T038_S0015,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF You exit an area from Location THEN Set comfort profile until next transition using ecobee.,7.086134433746338,4.676115989685059,3.5221126079559326
rule__T038_S0016,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0016,,,,T038_S0016,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Opened from SmartThings THEN Set hold until next transition using ecobee.,7.0999860763549805,4.660261631011963,3.5368049144744873
rule__T038_S0027,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0027,,,,T038_S0027,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF You exit an area from Location THEN Set comfort profile for X hours using ecobee.,7.11555290222168,4.6461968421936035,3.5516786575317383
rule__T038_S0030,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0030,,,,T038_S0030,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Switched off from SmartThings THEN Set comfort profile until next transition using ecobee.,7.161700248718262,4.598789691925049,3.598374843597412
rule__T038_S0033,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0033,,,,T038_S0033,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Indoor humidity less than from ecobee THEN Resume program using ecobee.,7.17266321182251,4.587759017944336,3.6093909740448
rule__T038_S0034,rule_index,green_rule,hvac_optimization,hvac_optimization,T038_S0034,,,,T038_S0034,ecobee_automation,,Green category: hvac_optimization Topic: ecobee_automation Rule: IF Indoor temperature greater than from ecobee THEN Set hold for X hours using ecobee.,7.102033615112305,4.657994270324707,3.538801908493042
rule__T004_S0002,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0002,,,,T004_S0002,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF air pressure drops below from Netatmo Weather Station THEN turn off using WeMo Smart Plug.,17.412364959716797,12.059216499328613,5.917356014251709
rule__T004_S0003,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0003,,,,T004_S0003,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF wind speed rises above from Weather THEN turn off using WeMo Switch.,17.238874435424805,11.654073715209961,5.901162624359131
rule__T004_S0004,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0004,,,,T004_S0004,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature drops below from Netatmo Weather Station THEN turn A/C off using Sensibo.,17.84498405456543,12.12968921661377,6.075042724609375
rule__T004_S0006,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0006,,,,T004_S0006,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current condition changes from Weather Underground THEN turn on using WeMo Smart Plug.,17.175565719604492,11.550418853759766,5.586026191711426
rule__T004_S0007,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0007,,,,T004_S0007,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF wind speed rises above from Weather Underground THEN turn off using WeMo Smart Plug.,17.165813446044922,11.67753791809082,5.699158668518066
rule__T004_S0008,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0008,,,,T004_S0008,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature rises above from Weather Underground THEN turn off using WeMo Smart Plug.,17.124725341796875,11.645637512207031,5.674030780792236
rule__T004_S0009,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0009,,,,T004_S0009,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature drops below from Weather Underground THEN turn off using WeMo Smart Plug.,17.15973472595215,11.550086975097656,5.576470851898193
rule__T004_S0013,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0013,,,,T004_S0013,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current condition changes from Weather Underground THEN turn off using WeMo Smart Plug.,17.132665634155273,11.597772598266602,5.667891025543213
rule__T004_S0015,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0015,,,,T004_S0015,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature rises above from Weather Underground THEN turn on using WeMo Smart Plug.,17.114234924316406,11.654278755187988,5.642451286315918
rule__T004_S0018,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0018,,,,T004_S0018,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current humidity level rises above from Weather Underground THEN turn off using WeMo Smart Plug.,17.153884887695312,11.680673599243164,5.697352886199951
rule__T004_S0021,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0021,,,,T004_S0021,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature rises above from Netatmo Weather Station THEN start cool mode using tado Air Conditioning.,17.503129959106445,12.114059448242188,5.986687660217285
rule__T004_S0025,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0025,,,,T004_S0025,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature drops below from Netatmo Weather Station THEN turn on using WeMo Insight Switch.,17.49897003173828,12.109143257141113,6.013861656188965
rule__T004_S0026,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0026,,,,T004_S0026,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature rises above from Netatmo Weather Station THEN turn off using WeMo Insight Switch.,17.45319938659668,12.074539184570312,5.975958347320557
rule__T004_S0027,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0027,,,,T004_S0027,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature drops below from Netatmo Weather Station THEN turn on using WeMo Smart Plug.,17.455286026000977,12.082866668701172,5.948884963989258
rule__T004_S0028,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0028,,,,T004_S0028,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature rises above from Netatmo Weather Station THEN turn off using WeMo Smart Plug.,17.398059844970703,12.047636985778809,5.920536994934082
rule__T004_S0029,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0029,,,,T004_S0029,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF humidity rises above from Netatmo Weather Station THEN turn off using WeMo Smart Plug.,17.37941551208496,12.014673233032227,5.890161991119385
rule__T004_S0035,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0035,,,,T004_S0035,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature rises above from Weather Underground THEN turn off using WeMo Light Switch.,17.28833770751953,11.545770645141602,5.986485958099365
rule__T004_S0036,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0036,,,,T004_S0036,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature drops below from Weather Underground THEN turn off using WeMo Light Switch.,17.291749954223633,11.549972534179688,5.958352565765381
rule__T004_S0039,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0039,,,,T004_S0039,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature drops below from Weather Underground THEN turn on using WeMo Insight Switch.,17.324703216552734,11.504647254943848,5.9558844566345215
rule__T004_S0044,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0044,,,,T004_S0044,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature drops below from Weather Underground THEN turn on using WeMo Smart Plug.,17.16285514831543,11.567977905273438,5.564255237579346
rule__T004_S0054,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0054,,,,T004_S0054,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current condition changes from Weather Underground THEN turn off using WeMo Insight Switch.,17.330028533935547,11.44119930267334,6.022911548614502
rule__T004_S0062,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0062,,,,T004_S0062,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature drops below from Weather Underground THEN switch on using SmartThings.,17.484140396118164,11.40671157836914,5.623353958129883
rule__T004_S0068,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0068,,,,T004_S0068,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature rises above from Weather Underground THEN adjust heat setting using WeMo Heater.,17.276798248291016,11.546489715576172,5.97676944732666
rule__T004_S0074,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0074,,,,T004_S0074,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current humidity level rises above from Weather Underground THEN turn AC unit on using Daikin Online Controller.,17.41680335998535,11.418960571289062,5.910216808319092
rule__T004_S0075,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0075,,,,T004_S0075,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature drops below from Weather Underground THEN turn off your A/C using Ambi Climate.,17.493732452392578,11.476448059082031,5.585389137268066
rule__T004_S0085,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0085,,,,T004_S0085,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF low temperature alert from Awair THEN turn A/C off using Sensibo.,17.92913246154785,12.070296287536621,6.098814964294434
rule__T004_S0086,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0086,,,,T004_S0086,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF high humidity alert from Awair THEN turn on using WeMo Insight Switch.,17.390216827392578,11.458620071411133,6.036937713623047
rule__T004_S0088,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0088,,,,T004_S0088,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature drops below from SmartThings THEN turn off your A/C using Ambi Climate.,17.57453155517578,11.503324508666992,5.650620460510254
rule__T004_S0092,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0092,,,,T004_S0092,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF current temperature rises above from Weather Underground THEN turn off using WeMo Insight Switch.,17.32675552368164,11.497623443603516,5.995642185211182
rule__T004_S0093,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0093,,,,T004_S0093,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF temperature rises above from Netatmo Weather Station THEN turn A/C on using Sensibo.,17.928264617919922,12.071928977966309,6.130930423736572
rule__T004_S0101,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0101,,,,T004_S0101,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature drops below from SmartThings THEN Set temperature using Nest Thermostat based on sensor temp.,7.541874408721924,-2.3676295280456543,6.119279384613037
rule__T004_S0102,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0102,,,,T004_S0102,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature drops below 19C from Netatmo Weather Station THEN increase Netatmo thermostat to 20C for 2 hours.,17.521875381469727,12.13751220703125,6.0033063888549805
rule__T004_S0103,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0103,,,,T004_S0103,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below from Weather Underground THEN turn on using WeMo Insight Switch.,17.35239028930664,11.539911270141602,5.844015121459961
rule__T004_S0104,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0104,,,,T004_S0104,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current humidity level rises above 80% from Weather Underground THEN turn on dehumidifier using WeMo Insight Switch.,17.40524673461914,11.356059074401855,6.053086757659912
rule__T004_S0107,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0107,,,,T004_S0107,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below from Weather Underground THEN turn on bedroom heater using WeMo Smart Plug.,17.229677200317383,11.472761154174805,5.557502269744873
rule__T004_S0108,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0108,,,,T004_S0108,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below 15deg from Weather Underground THEN turn on Wemo Heater using WeMo Smart Plug.,17.20489501953125,11.491063117980957,5.533267974853516
rule__T004_S0109,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0109,,,,T004_S0109,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below 32 degrees from Weather Underground THEN turn on heater using WeMo Smart Plug.,17.171249389648438,11.535077095031738,5.5283026695251465
rule__T004_S0110,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0110,,,,T004_S0110,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below from Weather Underground THEN turn on heater using WeMo Smart Plug.,17.20877456665039,11.501846313476562,5.512842178344727
rule__T004_S0113,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0113,,,,T004_S0113,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Indoor temperature less than from ecobee THEN turn off ceiling fan using WeMo Light Switch.,17.20001792907715,11.661211967468262,5.840918064117432
rule__T004_S0114,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0114,,,,T004_S0114,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Indoor temperature greater than from ecobee THEN turn on using WeMo Smart Plug.,17.053176879882812,11.839251518249512,5.67447566986084
rule__T004_S0115,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0115,,,,T004_S0115,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature drops below from ThermoSmart THEN turn off lights using WeMo Smart Plug.,17.146095275878906,11.717171669006348,5.598902702331543
rule__T004_S0116,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0116,,,,T004_S0116,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature rises above from Weather Underground THEN turn AC unit on using Daikin Online Controller.,17.39424705505371,11.373214721679688,5.880244731903076
rule__T004_S0117,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0117,,,,T004_S0117,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below from Weather Underground THEN turn on D-Link Smart Plug.,17.304048538208008,11.382567405700684,5.509690284729004
rule__T004_S0119,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0119,,,,T004_S0119,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below 10°C from Weather Underground THEN power off device using Energenie Mi|Home.,17.439634323120117,11.37125015258789,5.537788391113281
rule__T004_S0120,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0120,,,,T004_S0120,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current condition changes to snow from Weather Underground THEN turn on roof heater using WeMo Insight Switch.,17.42118263244629,11.381417274475098,6.036369800567627
rule__T004_S0121,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0121,,,,T004_S0121,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current humidity level rises above 65% from Weather Underground THEN toggle switch in Telldus Live!,17.534969329833984,11.333678245544434,5.733486652374268
rule__T004_S0122,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0122,,,,T004_S0122,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current pollen count rises above 10 from Weather Underground THEN set operation mode to High using Samsung Air Purifier.,17.498563766479492,11.444727897644043,5.837741851806641
rule__T004_S0123,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0123,,,,T004_S0123,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current humidity level rises above a configured threshold from Weather Underground THEN set operation mode to Dry using Samsung Floor Air Conditioner.,17.44363784790039,11.427207946777344,5.89497184753418
rule__T004_S0124,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0124,,,,T004_S0124,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current humidity level rises above a configured threshold from Weather Underground THEN set operation mode to Dry using Samsung Room Air Conditioner.,17.497753143310547,11.393677711486816,5.905046463012695
rule__T004_S0125,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0125,,,,T004_S0125,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature rises above from Weather Underground THEN turn A/C on using Sensibo.,17.917552947998047,12.039155960083008,6.084748268127441
rule__T004_S0126,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0126,,,,T004_S0126,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below 45 from Weather Underground THEN turn A/C on using Sensibo.,17.931137084960938,12.06261920928955,6.086109638214111
rule__T004_S0127,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0127,,,,T004_S0127,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below a configured threshold from Weather Underground THEN switch on using SmartThings.,17.53409194946289,11.435037612915039,5.6474127769470215
rule__T004_S0128,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0128,,,,T004_S0128,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature rises above 75 degrees from SmartThings THEN turn A/C off using Sensibo.,17.943145751953125,12.058992385864258,6.0934157371521
rule__T004_S0129,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0129,,,,T004_S0129,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature drops below a configured threshold from SmartThings THEN turn A/C off using Sensibo.,17.924774169921875,12.037680625915527,6.068185329437256
rule__T004_S0130,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0130,,,,T004_S0130,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature rises above a configured threshold from ThermoSmart THEN turn on using WeMo Smart Plug.,17.050386428833008,11.853273391723633,5.555994510650635
rule__T004_S0132,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0132,,,,T004_S0132,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature rises above a configured threshold from SmartThings THEN turn on using WeMo Smart Plug.,17.137649536132812,11.861912727355957,5.588191509246826
rule__T004_S0133,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0133,,,,T004_S0133,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature rises above 69 from Weather Underground THEN turn on using WeMo Smart Plug.,17.025545120239258,11.712732315063477,5.522411346435547
rule__T004_S0134,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0134,,,,T004_S0134,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature rises above 70°F from Weather Underground THEN turn on using WeMo Smart Plug.,17.044551849365234,11.72644329071045,5.484235763549805
rule__T004_S0135,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0135,,,,T004_S0135,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below freezing from Weather Underground THEN turn on using WeMo Smart Plug.,17.150060653686523,11.55765438079834,5.525852680206299
rule__T004_S0136,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0136,,,,T004_S0136,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below from Weather Underground THEN turn on calefaction using WeMo Smart Plug.,17.166109085083008,11.494222640991211,5.516976833343506
rule__T004_S0137,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0137,,,,T004_S0137,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature rises above from Weather Underground THEN turn on using WeMo Insight Switch.,17.348392486572266,11.470067977905273,5.986375331878662
rule__T004_S0138,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0138,,,,T004_S0138,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Current temperature drops below a configured threshold from Weather Underground THEN turn on heater using WeMo Insight Switch.,17.412090301513672,11.434343338012695,5.972997188568115
rule__T004_S0139,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0139,,,,T004_S0139,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF moisture detected from SmartThings THEN switch on sump pump using SmartThings.,17.490453720092773,11.485004425048828,5.628870964050293
rule__T004_S0140,rule_index,green_rule,environmental_awareness,environmental_awareness,T004_S0140,,,,T004_S0140,temperature_based_device_control,,Green category: environmental_awareness Topic: temperature_based_device_control Rule: IF Temperature drops below 47 degrees from SmartThings THEN switch off using SmartThings.,17.542573928833008,11.528892517089844,5.625240802764893
