triggerTitle,triggerChannelTitle,actionTitle,actionChannelTitle,title,desc,trigger_class,action_class,rule_scope,topic_text,topic_id,topic_name,numtopic_id,sample_id,llm_topic_name,green_category,global_green_relevance,if_then_rule,green_relevance,keep_for_rag
Button press,Button widget,Arm your system,Myfox HomeControl,Arm your system with a tap,Did you forgot to arm your alarm system? A single tap and your alarm is on!,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Arm your system using Myfox HomeControl. Arm your system with a tap. Did you forgot to arm your alarm system? A single tap and your alarm is on!",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0042,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Arm your system using Myfox HomeControl.,none,False
Button press,Button widget,Disable your system,Myfox HomeControl,Disable your system with a tap,Control your Myfox alarm system with DO button,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Disable your system using Myfox HomeControl. Disable your system with a tap. Control your Myfox alarm system with DO button",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0043,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Disable your system using Myfox HomeControl.,none,False
Button press,Wink Relay,Turn A/C on,Sensibo,Wink Relay - Sensibo A/C,Turn On A/C using Sensibo Pods from Wink Relay,smart_home,smart_home,core_smart_home,"When Button press from Wink Relay, do Turn A/C on using Sensibo. Wink Relay - Sensibo A/C. Turn On A/C using Sensibo Pods from Wink Relay",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0044,scene_activation_control,scene_activation,medium,IF Button press from Wink Relay THEN Turn A/C on using Sensibo.,medium,True
Button press,Button widget,Partially arm your system,Myfox HomeControl,Partially arm your system with a tap,Control your Myfox alarm system with DO button,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Partially arm your system using Myfox HomeControl. Partially arm your system with a tap. Control your Myfox alarm system with DO button",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0045,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Partially arm your system using Myfox HomeControl.,none,False
Button press,Button widget,Play a scenario,Myfox HomeControl,Play a Myfox scenario with a tap,Control your Myfox alarm system with DO button,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Play a scenario using Myfox HomeControl. Play a Myfox scenario with a tap. Control your Myfox alarm system with DO button",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0046,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Play a scenario using Myfox HomeControl.,none,False
Button press,Button widget,Activate a scene,Almond,Activate a scene on your Almond,Use the DO button to activate a scene on your Almond.,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Activate a scene using Almond. Activate a scene on your Almond. Use the DO button to activate a scene on your Almond.",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0047,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Activate a scene using Almond.,none,False
Button press,Button widget,Set Almond mode,Almond,Set Almond to Away mode with DO button widget.,Add the DO button widget to your home screen to quickly set Almond to Away mode.,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Set Almond mode using Almond. Set Almond to Away mode with DO button widget.. Add the DO button widget to your home screen to quickly set Almond to Away mode.",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0048,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Set Almond mode using Almond.,none,False
Button press,Button widget,Set Almond mode,Almond,Set your Almond to Away mode,Use the DO button to set your Almond to Away mode and secure your home quickly.,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Set Almond mode using Almond. Set your Almond to Away mode. Use the DO button to set your Almond to Away mode and secure your home quickly.",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0049,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Set Almond mode using Almond.,none,False
Button press,Button widget,Dim a device,HomeSeer,Dim a HomeSeer device,This DO recipe dims a HomeSeer controlled device of your choice to the dim level of your choice,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Dim a device using HomeSeer. Dim a HomeSeer device. This DO recipe dims a HomeSeer controlled device of your choice to the dim level of your choice",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0050,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Dim a device using HomeSeer.,medium,True
Button press,Button widget,Disable timer,IntesisHome,Disable timer,The quickest way to disable a simple timer is now just a tap away with DO Button.,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Disable timer using IntesisHome. Disable timer. The quickest way to disable a simple timer is now just a tap away with DO Button.",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0051,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Disable timer using IntesisHome.,none,False
Button press,Button widget,Security mode,Somfy Protect,Arm your security system,"With a tap of DO Button, arm your Myfox Home Alarm systemSimple and secure!",smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Security mode using Somfy Protect. Arm your security system. With a tap of DO Button, arm your Myfox Home Alarm systemSimple and secure!",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0052,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Security mode using Somfy Protect.,none,False
Button press,Button widget,Sound the siren,Somfy Protect,Sound the 110dB siren,Sound the Myfox Home Alarm 110dB siren,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Sound the siren using Somfy Protect. Sound the 110dB siren. Sound the Myfox Home Alarm 110dB siren",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0053,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Sound the siren using Somfy Protect.,none,False
Button press,Button widget,Disarm the security panel,HomeControl Flex,Disarm your security system,Disarm your security system with one touch using the Do App(Do has an Apple Watch App too!),smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Disarm the security panel using HomeControl Flex. Disarm your security system. Disarm your security system with one touch using the Do App(Do has an Apple Watch App too!)",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0054,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Disarm the security panel using HomeControl Flex.,none,False
Button press,Button widget,Publish an event,Particle,Publish a private event,Change the event name below and customize what data you want to send!,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Publish an event using Particle. Publish a private event. Change the event name below and customize what data you want to send!",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0055,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Publish an event using Particle.,none,False
Button press,Button widget,Chirp,Scout Alarm,Chirp,Annoy your friends and family or confuse your pets,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Chirp using Scout Alarm. Chirp. Annoy your friends and family or confuse your pets",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0056,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Chirp using Scout Alarm.,none,False
Button press,Button widget,Mother plays a sound,Sen.se Mother,Play a sound on Mother,Play a sound on Mother,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Mother plays a sound using Sen.se Mother. Play a sound on Mother. Play a sound on Mother",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0057,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Mother plays a sound using Sen.se Mother.,none,False
Button press,Button widget,Arm system,Home8,Arm,This Applet arms your MivaLife system,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Arm system using Home8. Arm. This Applet arms your MivaLife system",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0058,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Arm system using Home8.,none,False
Button press,Button widget,Arm system,Home8,Arm MivaLife,This Applet arms your MivaLife system.,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Arm system using Home8. Arm MivaLife. This Applet arms your MivaLife system.",22,22_activate scene_wink relay_siren_use applet,T022,T022_S0059,scene_activation_control,scene_activation,medium,IF Button press from Button widget THEN Arm system using Home8.,none,False
Say a specific phrase,Amazon Alexa,Toggle light on/off,Emberlight,Tell Alexa to toggle a light ON/OFF,"If the light is ON, Alexa will turn it OFFIf the light is OFF, Alexa will turn it ON.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Toggle light on/off using Emberlight. Tell Alexa to toggle a light ON/OFF. If the light is ON, Alexa will turn it OFFIf the light is OFF, Alexa will turn it ON.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0001,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Toggle light on/off using Emberlight.,medium,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Turn Lights Off,Turn lights off,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Turn Lights Off. Turn lights off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0002,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off lights using Philips Hue.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,lights off,Turn off all hue lights,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. lights off. Turn off all hue lights",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0003,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off all hue lights using Philips Hue.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Lights off,To turn of Hue lights using Alexa,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Lights off. To turn of Hue lights using Alexa",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0004,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off Hue lights using Philips Hue.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Turn off Lights,turn off lights,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Turn off Lights. turn off lights",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0005,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off lights using Philips Hue.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Lights off,Turn off hue lights,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Lights off. Turn off hue lights",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0006,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off hue lights using Philips Hue.,high,True
Say a specific phrase,Amazon Alexa,Turn AC off,tado Air Conditioning,Alexa turns off Tado (AC),Alexa trigger air off,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn AC off using tado Air Conditioning. Alexa turns off Tado (AC). Alexa trigger air off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0007,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn AC off using tado Air Conditioning.,medium,True
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,Alexa-Smartthings lights on,Will turn on a light controlled by Smartthings hub in a room called Family Room.,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. Alexa-Smartthings lights on. Will turn on a light controlled by Smartthings hub in a room called Family Room.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0008,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Switch on a light controlled by SmartThings in a room called Family Room.,medium,True
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,"""Alexa, trigger outlet"" - anythings.co","""Alexa, trigger outlet"" will turn your outlet on. You can also use ""Alexa, trigger outlet off"" to turn it off. Visit anythings.co to discover the best new smart devices, find compatible devices with your things and more.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. ""Alexa, trigger outlet"" - anythings.co. ""Alexa, trigger outlet"" will turn your outlet on. You can also use ""Alexa, trigger outlet off"" to turn it off. Visit anythings.co to discover the best new smart devices, find compatible devices with your things and more.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0009,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn your outlet on using anythings.co.,medium,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Have Alexa turn off all Hue lights,"""Alexa trigger lights off"" = all Philips Hue lights will turn off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Have Alexa turn off all Hue lights. ""Alexa trigger lights off"" = all Philips Hue lights will turn off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0010,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off all Philips Hue lights.,high,True
Say a specific phrase,Amazon Alexa,Turn camera off,Oco Camera,"""Alexa, trigger Oco turn off""","Say ""Alexa, trigger Oco turn off"" and your Oco camera will turn off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn camera off using Oco Camera. ""Alexa, trigger Oco turn off"". Say ""Alexa, trigger Oco turn off"" and your Oco camera will turn off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0011,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off your Oco camera.,none,False
Say a specific phrase,Amazon Alexa,Turn camera off,Oco Camera,"""Alexa, trigger Oco turn off""","Just say ""Alexa, trigger Oco turn off"" and your Oco camera will be turned off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn camera off using Oco Camera. ""Alexa, trigger Oco turn off"". Just say ""Alexa, trigger Oco turn off"" and your Oco camera will be turned off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0012,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off your Oco camera.,none,False
Say a specific phrase,Amazon Alexa,Turn off,D-Link Smart Plug,Turn off AC when you leave,"When you arm vivint away, automatically turn off your AC.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off using D-Link Smart Plug. Turn off AC when you leave. When you arm vivint away, automatically turn off your AC.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0013,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off AC when you leave.,medium,True
Say a specific phrase,Amazon Alexa,Turn AC off,tado Air Conditioning,Switch off your Air Conditioner using Alexa,"""Alexa, trigger off air con"", will switch off your air conditioner.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn AC off using tado Air Conditioning. Switch off your Air Conditioner using Alexa. ""Alexa, trigger off air con"", will switch off your air conditioner.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0014,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Switch off your Air Conditioner using tado.,medium,True
Say a specific phrase,Amazon Alexa,Toggle on/off,Wink: Pivot Power Genius,Amazon Echo turns on/off Outlet on Pivot Power Genius,Amazon Echo turns on/off Outlet on Pivot Power Genius,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Toggle on/off using Wink: Pivot Power Genius. Amazon Echo turns on/off Outlet on Pivot Power Genius. Amazon Echo turns on/off Outlet on Pivot Power Genius",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0015,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Toggle Outlet on Pivot Power Genius.,medium,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Night Night,I'm trying to turn off the lights as we go to bed but with a delay - I can,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Night Night. I'm trying to turn off the lights as we go to bed but with a delay - I can",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0016,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off the lights with a delay.,medium,True
Say a specific phrase,Amazon Alexa,Turn off camera,Worldwide Interactive Alarm,"If you say ""Alexa trigger camera off"", then stop all viewing access of a camera","If you say ""Alexa trigger camera off"", then your camera will not be able to be viewed.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off camera using Worldwide Interactive Alarm. If you say ""Alexa trigger camera off"", then stop all viewing access of a camera. If you say ""Alexa trigger camera off"", then your camera will not be able to be viewed.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0017,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Stop all viewing access of a camera.,none,False
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Turn off Hue lights with Echo,"By asking Alexa, ""Trigger Lights Off"" you can have all or some lights turn off.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Turn off Hue lights with Echo. By asking Alexa, ""Trigger Lights Off"" you can have all or some lights turn off.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0018,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off Hue lights with Echo.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Alexa Trigger Lights Off,"If You say ""Alexa trigger lights off"", then turn off All lights",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Alexa Trigger Lights Off. If You say ""Alexa trigger lights off"", then turn off All lights",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0019,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off all lights.,high,True
Say a specific phrase,Amazon Alexa,Turn off camera,Worldwide Interactive Alarm,"If you say ""Alexa trigger camera off"", then stop all viewing access of a camera","If you say ""Alexa trigger camera off"", then your camera will not be able to be viewed.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off camera using Worldwide Interactive Alarm. If you say ""Alexa trigger camera off"", then stop all viewing access of a camera. If you say ""Alexa trigger camera off"", then your camera will not be able to be viewed.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0020,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Stop all viewing access of a camera.,none,False
Item added to your To Do List,Amazon Alexa,Turn off lights,Philips Hue,Echo timer blinks Philips Hue,"When the Echo ends a timer she will blink all the hue lights,",smart_home,smart_home,core_smart_home,"When Item added to your To Do List from Amazon Alexa, do Turn off lights using Philips Hue. Echo timer blinks Philips Hue. When the Echo ends a timer she will blink all the hue lights,",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0021,alexa_light_control,lighting_control,medium,IF Item added to your To Do List from Amazon Alexa THEN Turn off lights using Philips Hue.,medium,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Turn Off Cree Lights on a Hue hub using Alexa,"Say: ""Alexa trigger turn off the porch light""To get Cree lights to pair with the Hue hub look at the instructions for the IFTTT rule ""Turn on Cree Lights on a Hue hub using Alexa""",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Turn Off Cree Lights on a Hue hub using Alexa. Say: ""Alexa trigger turn off the porch light""To get Cree lights to pair with the Hue hub look at the instructions for the IFTTT rule ""Turn on Cree Lights on a Hue hub using Alexa""",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0022,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn Off Cree Lights on a Hue hub using Alexa.,medium,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Make Alexa turn all Hue lights off,"Say ""Alexa trigger lights off""",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Make Alexa turn all Hue lights off. Say ""Alexa trigger lights off""",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0023,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off all Hue lights.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,"If You say ""Alexa trigger lights off"", then turn off lights","For bundled voice-activation recipes, including other voice products and services, visit www.saymosaic.com",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. If You say ""Alexa trigger lights off"", then turn off lights. For bundled voice-activation recipes, including other voice products and services, visit www.saymosaic.com",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0024,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off lights.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Turn off Hue lights with Echo,"By asking Alexa, ""Trigger Lights Off"" you can have all or some lights turn off.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Turn off Hue lights with Echo. By asking Alexa, ""Trigger Lights Off"" you can have all or some lights turn off.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0025,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off Hue lights with Echo.,high,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Alexa Trigger Lights Off,"If You say ""Alexa trigger lights off"", then turn off All lights",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Alexa Trigger Lights Off. If You say ""Alexa trigger lights off"", then turn off All lights",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0026,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off all lights.,high,True
Say a specific phrase,Amazon Alexa,Toggle lights on/off,Philips Hue,Have Alexa toggle Hue lights on/off,"If you say ""Alexa trigger lights"", Philips Hue lights will toggle on/off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Toggle lights on/off using Philips Hue. Have Alexa toggle Hue lights on/off. If you say ""Alexa trigger lights"", Philips Hue lights will toggle on/off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0027,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Toggle Hue lights on/off.,medium,True
Say a specific phrase,Amazon Alexa,Turn off lights,Philips Hue,Make Alexa turn all Hue lights off,"Say ""Alexa trigger lights off""",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off lights using Philips Hue. Make Alexa turn all Hue lights off. Say ""Alexa trigger lights off""",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0028,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off all Hue lights.,high,True
Say a specific phrase,Amazon Alexa,Switch off,SmartThings,turn globe off,turn globe off,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch off using SmartThings. turn globe off. turn globe off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0029,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn globe off using SmartThings.,medium,True
Ask for a sports team's score,Amazon Alexa,Switch off,SmartThings,"Alexa sports score, turn off light","Not a sports person, so when I ask for a score it will turn off my kitchen lights.",smart_home,smart_home,core_smart_home,"When Ask for a sports team's score from Amazon Alexa, do Switch off using SmartThings. Alexa sports score, turn off light. Not a sports person, so when I ask for a score it will turn off my kitchen lights.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0030,alexa_light_control,lighting_control,medium,IF Ask for a sports team's score from Amazon Alexa THEN Turn off kitchen lights using SmartThings.,medium,True
Say a specific phrase,Amazon Alexa,Toggle lights on/off,Philips Hue,Toggle Hue with Alexa,"Turn the lights on or off by kindly asking, ""Alexa, trigger lights please""",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Toggle lights on/off using Philips Hue. Toggle Hue with Alexa. Turn the lights on or off by kindly asking, ""Alexa, trigger lights please""",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0031,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Toggle lights using Philips Hue.,medium,True
Say a specific phrase,Amazon Alexa,Toggle lights on/off,Philips Hue,Toggle all your lights on/off,Use the Alexa trigger lights to toggle your lights on/off,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Toggle lights on/off using Philips Hue. Toggle all your lights on/off. Use the Alexa trigger lights to toggle your lights on/off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0032,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Toggle all your lights on/off.,medium,True
Say a specific phrase,Amazon Alexa,Turn A/C off,Wink: Aros,AC off,"Say "" alexa trigger ac off""",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn A/C off using Wink: Aros. AC off. Say "" alexa trigger ac off""",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0033,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn AC off using Wink: Aros.,medium,True
Say a specific phrase,Amazon Alexa,Turn off,D-Link Smart Plug,Alexa turn light off,Turns off D-Link DSP-W215 Smart Plug,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off using D-Link Smart Plug. Alexa turn light off. Turns off D-Link DSP-W215 Smart Plug",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0034,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off D-Link DSP-W215 Smart Plug.,medium,True
Say a specific phrase,Amazon Alexa,Switch on,SmartThings,Trigger a virtual switch in SmartThings wgich will trigger a Routine,A little workaround to let Alexa triggering routines,smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Switch on using SmartThings. Trigger a virtual switch in SmartThings wgich will trigger a Routine. A little workaround to let Alexa triggering routines",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0035,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Trigger a virtual switch in SmartThings.,medium,True
Say a specific phrase,Amazon Alexa,Turn off,D-Link Smart Plug,Turn off AC when you leave,"When you arm vivint away, automatically turn off your AC.",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn off using D-Link Smart Plug. Turn off AC when you leave. When you arm vivint away, automatically turn off your AC.",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0036,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off AC when you leave.,medium,True
Say a specific phrase,Amazon Alexa,Turn camera off,Oco Camera,"""Alexa, trigger Oco turn off""","Just say ""Alexa, trigger Oco turn off"" and your Oco camera will be turned off",smart_home,smart_home,core_smart_home,"When Say a specific phrase from Amazon Alexa, do Turn camera off using Oco Camera. ""Alexa, trigger Oco turn off"". Just say ""Alexa, trigger Oco turn off"" and your Oco camera will be turned off",23,23_alexa turn lights_say alexa lights_alexa lights_lights alexa,T023,T023_S0037,alexa_light_control,lighting_control,medium,IF Say a specific phrase from Amazon Alexa THEN Turn off your Oco camera.,none,False
